iter	Logloss
121	121	0.664136122	0122	0.664081123	0123	0.663999124	0124	0.663927125	125	0.6638628126	126	0.6638252127	127	0.6637477128	128	0.6637113129	129	0.6636106130	130	0.6635069131	131	0.663437132	0132	0.663389133	133	0.6632928134	134	0.6632299898
135	0.6631179136	136	0.6630412223
137	0.6629584219
138	0.6629186139	139	0.6628622140	140	0.6627970141	141	0.6627196142	142	0.6626741143	143	0.6625917144	144	0.6625251145	145	0.6624833146	146	0.6623868147	147	0.662292148	148	0.6622368149	149	0.6622364150	150	0.6621614151	151	0.662106063
152	0.6620189019
153	0.6619708544
154	0.6619267027
155	0.6618633607
156	0.6617920377
157	0.6617252846
158	0.6616939144
159	0.6616650102
160	0.6615813873
161	0.6614783209
162	0.6614222218
163	0.6613519766
164	0.6613174812
165	0.6612315196
166	0.661213167	0167	0.661213168	0168	0.661178169	0169	0.661102170	0170	0.661027171	0171	0.660951172	0172	0.660837173	0173	0.6607474709
174	0.6606645892
175	0.6606044795
176	0.6605177245
177	0.6604292836
178	0.6603674377
179	0.6602953644
180	0.6602454512
181	0.6601695913
182	0.6601111576
183	0.6600478332
184	0.6599675832
185	0.6598987078
186	0.6598343349
187	0.6597503513
188	0.6597252251
189	0.6596658429
190	0.6596011935
191	0.6595246488
192	0.6595241241
193	0.6594533398
194	0.6594210501
195	0.6593892461
196	0.6593409172
197	0.6592944436
198	0.6592675307
199	0.6591969089
200	0.6591685186
201	0.6591065433
202	0.6590520878
203	0.6589521168
204	0.6588545474
205	0.6587960974
206	0.6587701455
207	0.6587218864
208	0.658678696
209	0.6586352711
210	0.6586167716
211	0.6585771186
212	0.6585117521
213	0.6584264923
214	0.6584254075
215	0.6583640241
216	0.6582854287
217	0.6582299197
218	0.6581830273
219	0.658103643
220	0.6580676322
221	0.6580149523
222	0.6579223513
223	0.6577969032
224	0.6577793015
225	0.657734136
226	0.6576660877
227	0.6576179732
228	0.6575255884
229	0.6574549497
230	0.6573644252
231	0.6572949182
232	0.6572541195
233	0.6571829965
234	0.6570854702
235	0.6570458008
236	0.6569774072
237	0.6569097376
238	0.6568287645
239	0.656772847
240	0.6566742895
241	0.6566299917
242	0.6565873661
243	0.656563694
244	0.6565210643
245	0.6564427363
246	0.6564182792
247	0.656335139
248	0.6562938381
249	0.656266606
250	0.6562416088
251	0.6561577555
252	0.6561028729
253	0.6560253702
254	0.6559611762
255	0.6558641841
256	0.6558432852
257	0.6557868417
258	0.6557542622
259	0.6556479176
260	0.6555835538
261	0.6555470171
262	0.6554769901
263	0.6554057846
264	0.6553395637
265	0.655270811
266	0.655205514
267	0.6551291286
268	0.6550930849
269	0.6550084432
270	0.6549540524
271	0.6548857927
272	0.6547765626
273	0.6547450975
274	0.6547016469
275	0.6546762004
276	0.6546432525
277	0.6545887713
278	0.6545233667
279	0.6544532931
280	0.6544087401
281	0.6543569628
282	0.6543267062
283	0.6542752625
284	0.6542222167
285	0.6541538955
286	0.6540709603
287	0.6539830707
288	0.6539157174
289	0.6538470157
290	0.6537913777
291	0.6537285326
292	0.6536816894
293	0.6536659361
294	0.6535560227
295	0.6535256439
296	0.6534371956
297	0.6533996954
298	0.6533140035
299	0.653212481
300	0.6531171129
301	0.6530773273
302	0.6530185502
303	0.6529418957
304	0.6528724385
305	0.6528147083
306	0.6527641929
307	0.65269289
308	0.6526265408
309	0.6525246705
310	0.6524456431
311	0.6523955797
312	0.6523147008
313	0.6522460984
314	0.6521667701
315	0.6520839507
316	0.6520269295
317	0.6519903707
318	0.6519665976
319	0.6518694415
320	0.6517945028
321	0.6517464685
322	0.6516600159
323	0.6516056117
324	0.6514990832
325	0.6514020239
326	0.6513387034
327	0.6512978547
328	0.6512281071
329	0.6511655015
330	0.6511223411
331	0.6509915153
332	0.6509226296
333	0.6508288997
334	0.6507324954
335	0.6506668577
336	0.6505846198
337	0.6504988412
338	0.6504435867
339	0.6503374845
340	0.6502328801
341	0.6501902178
342	0.6501150718
343	0.6500455103
344	0.6499955695
345	0.6499433538
346	0.6498547553
347	0.6497758193
348	0.6497267506
349	0.6496938849
350	0.6496116894
351	0.6495125506
352	0.6494150934
353	0.649323063
354	0.6492518344
355	0.6491561235
356	0.6491103417
357	0.6490436539
358	0.6489739721
359	0.6488745276
360	0.648834305
361	0.6487241765
362	0.6486770275
363	0.6486289976
364	0.6485994083
365	0.6485568165
366	0.6484270818
367	0.6483351618
368	0.6482671152
369	0.648186817
370	0.6481605305
371	0.6480522796
372	0.6479906637
373	0.6479393906
374	0.6478312495
375	0.647731897
376	0.647640098
377	0.6476059315
378	0.6474810065
379	0.6474086844
380	0.6472987488
381	0.6472100511
382	0.6471169169
383	0.6470766026
384	0.6470389652
385	0.6470196722
386	0.6469291494
387	0.6469061323
388	0.6468514416
389	0.6468063279
390	0.6467456107
391	0.646708675
392	0.646642654
393	0.6465748371
394	0.6464921186
395	0.6463983299
396	0.6463550063
397	0.6462882662
398	0.6462032824
399	0.6461058604
400	0.6460358391
401	0.645966158
402	0.6459165376
403	0.6458376826
404	0.6457613
405	0.6457064078
406	0.6456425754
407	0.6455567586
408	0.6454424286
409	0.6453544171
410	0.6452948321
411	0.6452324517
412	0.6451583721
413	0.6450403675
414	0.6449745641
415	0.6449156333
416	0.644816833
417	0.6447661992
418	0.6446981349
419	0.6446394638
420	0.6445098736
421	0.644409528
422	0.6443408895
423	0.6442280365
424	0.6441604853
425	0.6440749502
426	0.6440356387
427	0.6440055942
428	0.6439417757
429	0.6438640642
430	0.6438364081
431	0.6437768891
432	0.6437118378
433	0.6436141004
434	0.6435300651
435	0.6435009928
436	0.6434351272
437	0.6433705127
438	0.6432946918
439	0.6432325824
440	0.6431734633
441	0.6431233385
442	0.6430892663
443	0.642998805
444	0.6429514378
445	0.6428878162
446	0.6428298558
447	0.6427780479
448	0.6427263994
449	0.6426705841
450	0.6425882449
451	0.6425118052
452	0.6424617394
453	0.6423830988
454	0.6423058977
455	0.6422247832
456	0.6421563981
457	0.642108308
458	0.6419812305
459	0.641916032
460	0.641864824
461	0.6418149458
462	0.6417351393
463	0.6416582908
464	0.6416117358
465	0.641569608
466	0.6415071469
467	0.6414458059
468	0.6413784863
469	0.6413150798
470	0.6412829111
471	0.6411591926
472	0.641121092
473	0.6410822623
474	0.6410417516
475	0.6409488576
476	0.6409017275
477	0.640843882
478	0.6407893156
479	0.6407367945
480	0.6406676927
481	0.6405715933
482	0.6404979609
483	0.6404016173
484	0.6403375483
485	0.6402612681
486	0.6402018964
487	0.6401232818
488	0.6400142952
489	0.639913472
490	0.639858088
491	0.6397987105
492	0.6397640196
493	0.6396974278
494	0.6396658489
495	0.6396412654
496	0.639584494
497	0.6394849356
498	0.6394276237
499	0.6393449584
500	0.6392907356
501	0.6392658325
502	0.6391957849
503	0.6391104833
504	0.6390622965
505	0.6389998744
506	0.6389459529
507	0.6388978721
508	0.6388303886
509	0.6387585611
510	0.6386709032
511	0.6386057514
512	0.6385282453
513	0.6384898016
514	0.6384286686
515	0.6383114371
516	0.6382380531
517	0.638077818
518	0.6379708619
519	0.6379250707
520	0.6378567266
521	0.6377892964
522	0.6377345615
523	0.6376641857
524	0.6376273355
525	0.637587244
526	0.6375599606
527	0.6374936904
528	0.6374434951
529	0.6373857629
530	0.6373565597
531	0.6372879257
532	0.6372378197
533	0.6371623479
534	0.6370667081
535	0.6370258851
536	0.6369598805
537	0.6368834408
538	0.636823201
539	0.6367276166
540	0.6366717924
541	0.6365815359
542	0.6365071754
543	0.636435367
544	0.6364030246
545	0.6363675043
546	0.6362703858
547	0.636180281
548	0.6361162561
549	0.6360927055
550	0.6360456319
551	0.636021593
552	0.6359757078
553	0.6359061866
554	0.635855775
555	0.6358426679
556	0.6357983882
557	0.6357540754
558	0.635698615
559	0.6356550682
560	0.6355956349
561	0.6355018912
562	0.6354452213
563	0.6353852384
564	0.6352832686
565	0.635227655
566	0.6351972963
567	0.6351772878
568	0.6351149062
569	0.6350522604
570	0.6349845361
571	0.6349326628
572	0.6348817537
573	0.6348373582
574	0.6347877099
575	0.6346939582
576	0.634654697
577	0.6345527529
578	0.6344346011
579	0.634338798
580	0.6343118909
581	0.63426564
582	0.6341863209
583	0.6341188531
584	0.6340493303
585	0.6339967397
586	0.6339287762
587	0.6338987251
588	0.6338468071
589	0.6338105033
590	0.6337597166
591	0.6337035396
592	0.6336213204
593	0.6335575815
594	0.6334878011
595	0.6334448807
596	0.6334055098
597	0.6333348858
598	0.6332757393
599	0.6332250852
600	0.6331457016
601	0.6330740156
602	0.6329717031
603	0.6329284871
604	0.6328703308
605	0.632826962
606	0.6327335172
607	0.632663886
608	0.6326043428
609	0.6325485579
610	0.6324142653
611	0.6323513862
612	0.6322692924
613	0.6321982784
614	0.6321525802
615	0.6321152016
616	0.6320728133
617	0.6319929651
618	0.6319634268
619	0.6318939166
620	0.6318317434
621	0.6317630826
622	0.6317335158
623	0.6316633091
624	0.6316429795
625	0.6315920095
626	0.6315665763
627	0.6315278793
628	0.6314418016
629	0.6313876604
630	0.6313228443
631	0.6312668371
632	0.6312010523
633	0.6311600998
634	0.6311353509
635	0.6310702409
636	0.63101839
637	0.6309592538
638	0.6308631278
639	0.6308210873
640	0.6307601133
641	0.6307241194
642	0.6306615606
643	0.6306109787
644	0.6305311198
645	0.6304655097
646	0.6304233012
647	0.630387102
648	0.6303015841
649	0.6302503782
650	0.6301971401
651	0.6301393243
652	0.6300957444
653	0.6299994458
654	0.6299317744
655	0.6298813693
656	0.62983796
657	0.6297687313
658	0.6297233774
659	0.6296844604
660	0.6296268022
661	0.6295574013
662	0.6294949687
663	0.6294334198
664	0.629357811
665	0.6293272535
666	0.6292511384
667	0.6291668328
668	0.6291220277
669	0.6290758288
670	0.6290006662
671	0.6289440929
672	0.628890284
673	0.6288120209
674	0.6287614366
675	0.6287107202
676	0.6286813955
677	0.6286410357
678	0.6285487669
679	0.62850356
680	0.628448886
681	0.628427278
682	0.6283594242
683	0.6283267122
684	0.6282691739
685	0.6282337183
686	0.6281666896
687	0.6281104205
688	0.6280531942
689	0.6280052559
690	0.6278986161
691	0.6278461741
692	0.6277982779
693	0.6277144863
694	0.6276155921
695	0.6275493445
696	0.6274894477
697	0.6274193091
698	0.6273624883
699	0.6273249569
700	0.6272747133
701	0.6271725736
702	0.6271431583
703	0.6270533983
704	0.6270053266
705	0.626965302
706	0.6269484495
707	0.6269168641
708	0.6268754484
709	0.6268196862
710	0.6267549654
711	0.6266845621
712	0.6266273654
713	0.6265351509
714	0.6264788757
715	0.6264591957
716	0.6263645911
717	0.6263275901
718	0.6263100445
719	0.6262684438
720	0.6262155502
721	0.6261757157
722	0.6261242748
723	0.6260757506
724	0.6260236428
725	0.6259772716
726	0.6259559665
727	0.6258802582
728	0.6257996167
729	0.6257425961
730	0.6256825517
731	0.6256226838
732	0.6255716895
733	0.6255466726
734	0.6255200512
735	0.625447578
736	0.62537886
737	0.625322302
738	0.6252841287
739	0.625271451
740	0.6251877983
741	0.6251482577
742	0.6250885992
743	0.6250384502
744	0.6249870899
745	0.6249345594
746	0.6248887178
747	0.6248186517
748	0.6247242941
749	0.6246879801
750	0.6246255514
751	0.6245923307
752	0.6245228085
753	0.6244928892
754	0.6244420613
755	0.6244004137
756	0.6243214717
757	0.6242724614
758	0.6242136697
759	0.6241077825
760	0.62403351
761	0.6239781253
762	0.6239290098
763	0.6238908932
764	0.6238489753
765	0.6237736308
766	0.6237167871
767	0.6236879683
768	0.6236418232
769	0.6235981764
770	0.6235334229
771	0.623453142
772	0.6233886651
773	0.6233222503
774	0.6232945545
775	0.6232442136
776	0.6231674276
777	0.6231277068
778	0.6230922116
779	0.6230525662
780	0.6229608671
781	0.6228950008
782	0.6228334934
783	0.622767214
784	0.6226842119
785	0.6226786207
786	0.6226407226
787	0.6226120051
788	0.6226011781
789	0.6225207774
790	0.6224356323
791	0.6224014415
792	0.6223255938
793	0.6222723704
794	0.6222511987
795	0.6222112163
796	0.622163806
797	0.6221214518
798	0.6220317935
799	0.6220067363
800	0.6219207909
801	0.6218686
802	0.6218175614
803	0.6217604617
804	0.6217101888
805	0.6216651606
806	0.6216291436
807	0.6215739881
808	0.6215239254
809	0.6214686726
810	0.6214170129
811	0.6213294881
812	0.6212548131
813	0.6211967078
814	0.6211548704
815	0.6211075707
816	0.621046724
817	0.6210156208
818	0.6209848147
819	0.6208978426
820	0.6208661469
821	0.6208448077
822	0.6207920343
823	0.6207250607
824	0.6206949121
825	0.6206187927
826	0.6205434718
827	0.6205048597
828	0.6204602186
829	0.6203764128
830	0.6203283912
831	0.6202697097
832	0.6202245706
833	0.6201772189
834	0.6201236633
835	0.6200956933
836	0.620068427
837	0.6200485889
838	0.6199918987
839	0.6199170293
840	0.619839467
841	0.6197478225
842	0.6196555088
843	0.6196168536
844	0.6195835242
845	0.6195416947
846	0.6195271131
847	0.6194673573
848	0.6194225212
849	0.6193609678
850	0.6193087841
851	0.6192475809
852	0.619229744
853	0.6191541026
854	0.6191025246
855	0.6190741903
856	0.6190274759
857	0.6189809014
858	0.6189278576
859	0.6188811222
860	0.6188554589
861	0.6187726074
862	0.6187140635
863	0.6186260705
864	0.6185872611
865	0.618540453
866	0.618526684
867	0.6184503602
868	0.618419273
869	0.6183337987
870	0.6182681286
871	0.6182267212
872	0.6181777377
873	0.6181126365
874	0.6180443381
875	0.6180145299
876	0.6179726064
877	0.6179133382
878	0.6178640172
879	0.6178267523
880	0.6177689919
881	0.6177485298
882	0.6176513874
883	0.6176208514
884	0.6175784118
885	0.6175528845
886	0.6174941663
887	0.6174608489
888	0.6174347187
889	0.617357249
890	0.6172873445
891	0.6172431674
892	0.6171703982
893	0.6171118821
894	0.6170539963
895	0.616999329
896	0.6169558254
897	0.6168625223
898	0.6168136164
899	0.6167780253
900	0.6167232892
901	0.616661848
902	0.6166007326
903	0.6165564302
904	0.61650194
905	0.6164153222
906	0.6163633571
907	0.6163060384
908	0.6162833627
909	0.6162426041
910	0.6162000215
911	0.6161627003
912	0.6161517787
913	0.6160797661
914	0.6160300757
915	0.6159851715
916	0.615928036
917	0.6158883465
918	0.6158537665
919	0.6157703234
920	0.6157125862
921	0.6156616127
922	0.6156220373
923	0.6155966498
924	0.6155511069
925	0.6155008476
926	0.6154012924
927	0.6153137515
928	0.6152833339
929	0.6152646703
930	0.6152051561
931	0.6151680031
932	0.615122957
933	0.6151019525
934	0.6150550706
935	0.6150126393
936	0.6149740641
937	0.6149250442
938	0.6148784181
939	0.6147636522
940	0.6146941203
941	0.6146186996
942	0.6145583471
943	0.6145354187
944	0.6144550319
945	0.614409166
946	0.6143119908
947	0.614269127
948	0.6142204655
949	0.6141867744
950	0.6141623029
951	0.6141019328
952	0.6140598526
953	0.6140208944
954	0.6139949098
955	0.6139335824
956	0.6138705856
957	0.613811936
958	0.6137407092
959	0.6137080514
960	0.6136841315
961	0.6136445625
962	0.6135960762
963	0.6135630195
964	0.6134734623
965	0.6134046409
966	0.6133708988
967	0.6133520173
968	0.6133154346
969	0.6132586361
970	0.6132253867
971	0.6131606628
972	0.6131079332
973	0.613056058
974	0.6130276931
975	0.6129802738
976	0.6129428675
977	0.6128793342
978	0.612811102
979	0.6127467109
980	0.6127141896
981	0.6126391402
982	0.6126091317
983	0.612587993
984	0.6125172019
985	0.6124762894
986	0.6124144548
987	0.6123664494
988	0.6123403228
989	0.6122657711
990	0.6122224951
991	0.6121618201
992	0.6121121434
993	0.6120781935
994	0.6120385431
995	0.6120021605
996	0.611971036
997	0.6119275062
998	0.6118725363
999	0.6118264608
67664
6120843735
